代码,原文评级,评级变动,机构,一个月内调研数,研报前后涨跌幅,研报当天比上一日涨跌幅,研报后一天涨跌幅
300046,买入,维持,天风证券,0,0.070635721,-0.026740666,0.10005184
600426,买入,首次,开源证券,27,0.038692098,0.001634877,0.036996736
600380,买入,维持,国盛证券,4,0.070543375,0.062917064,0.007174888
002115,买入,首次,国盛证券,0,-0.023198012,-0.04059652,0.018134715
600567,买入,维持,国盛证券,4,0.003215434,0.003215434,0
002080,买入,首次,开源证券,4,0.04387292,0.003782148,0.039939714
300529,买入,维持,天风证券,1,0.048664554,0.027048438,0.021046832
600984,买入,首次,浙商证券,10,0.081135903,0.061866126,0.018147087
600380,增持,维持,川财证券,4,0.04303087,-0.018709074,0.062917064
603214,买入,首次,国海证券,0,0.011918275,0.021282633,-0.009169214
002925,买入,维持,国海证券,7,-0.012619372,0.019270123,-0.031286599
300342,买入,首次,国海证券,0,0.13672496,0.100158983,0.033236994
002880,买入,首次,华西证券,1,-0.0561679,0.000150989,-0.056310386
603737,买入,维持,广发证券,5,0.077757479,-0.006622517,0.084942529
603267,买入,维持,东兴证券,2,0.0804769,0.065946349,0.013631597
601808,买入,首次,东方证券,5,0.052471019,0.073215375,-0.019329164
002460,买入,维持,广发证券,4,0.131870473,0.099914785,0.029052876
600809,买入,维持,天风证券,19,0.025701209,0.00692407,0.018648019
002459,买入,首次,东吴证券,8,0.071383047,0.035691523,0.034461538
002312,买入,首次,安信证券,3,0.164044944,0.076404494,0.081419624
002798,买入,维持,西南证券,5,0.16322314,0.057334711,0.100146556
001979,增持,维持,华西证券,2,0.043134872,0.033414338,0.009406232
300012,买入,维持,国金证券,10,-0.048903879,-0.033726813,-0.015706806
600809,买入,维持,东北证券,19,0.025701209,0.00692407,0.018648019
300078,买入,维持,安信证券,0,-0.011636364,0.016727273,-0.027896996
600885,买入,维持,国盛证券,7,0.068733548,0.043287511,0.024390244
300455,买入,维持,东兴证券,0,0.030431706,0.099787686,-0.063063063
002798,买入,维持,东吴证券,5,0.16322314,0.057334711,0.100146556
000758,买入,首次,华创证券,0,0.009940358,0.029821074,-0.019305019
600161,买入,首次,华西证券,10,0.009681093,0.04356492,-0.032469304
002261,增持,首次,华西证券,1,-0.071086262,-0.028753994,-0.043585526
601231,买入,维持,西部证券,11,-0.003615702,-0.023760331,0.020634921
300447,买入,维持,安信证券,0,0.046889952,0.100478469,-0.048695652
002609,买入,维持,国信证券,1,0.041964286,0.1,-0.05275974
002798,买入,维持,山西证券,5,0.16322314,0.057334711,0.100146556
600068,买入,首次,东北证券,2,0.028764805,0.025380711,0.00330033
002044,买入,维持,太平洋,11,-0.032548476,-0.029085873,-0.003566334
002429,买入,维持,太平洋,0,-0.021028037,0.009345794,-0.030092593
603881,买入,首次,中泰证券,7,-0.018541667,-0.005,-0.013609715
000403,买入,首次,华西证券,2,-0.018067106,0.006882707,-0.024779265
600201,买入,维持,华创证券,1,0.031146767,0.047663992,-0.015765766
601006,增持,维持,华泰证券,3,-0.004070556,-0.010854817,0.006858711
300294,买入,首次,华西证券,4,0.022379913,0.06058952,-0.036026763
002376,增持,维持,中银证券,1,0.034309623,0.057740586,-0.022151899
300800,增持,首次,国海证券,0,0.003445424,0.032111356,-0.027774069
601155,买入,维持,华创证券,10,0.046879756,0.019178082,0.027180406
300751,增持,首次,平安证券,12,-0.04481778,-0.005371814,-0.039659007
603359,买入,首次,华创证券,1,0.023882425,0.030618494,-0.006535948
300601,买入,维持,中泰证券,8,0.0390579,0.028557409,0.01020895
688008,增持,-,中银证券,10,0.013451262,0.009765985,0.003649635
002460,买入,维持,中泰证券,4,0.131870473,0.099914785,0.029052876
601139,买入,首次,天风证券,3,0.032210835,0.027818448,0.004273504
603195,买入,首次,天风证券,18,0.210045662,0.100031857,0.100009653
300601,买入,维持,光大证券,8,0.0390579,0.028557409,0.01020895
600699,买入,维持,财通证券,5,0.029346211,0.099925706,-0.064167511
300601,买入,维持,安信证券,8,0.0390579,0.028557409,0.01020895
300342,买入,维持,安信证券,0,0.13672496,0.100158983,0.033236994
000858,买入,维持,中泰证券,19,0.03491458,0.004561287,0.030215471
300753,买入,首次,天风证券,0,-0.051945406,-0.014259523,-0.038231039
000002,买入,维持,东吴证券,12,0.057454545,0.042545455,0.014300663
688111,-,-,并购优塾,16,-0.122612245,-0.073795918,-0.052705799
300438,买入,调高,新时代证券,4,0.011838698,0.04809471,-0.034592305
300639,买入,维持,民生证券,1,-0.036540804,0.012180268,-0.048134777
002661,买入,维持,民生证券,1,-0.064111498,-0.016027875,-0.048866856
601678,增持,维持,西部证券,1,-0.099662162,,
002938,买入,维持,西南证券,7,-0.009559338,,
002556,买入,首次,华西证券,1,0.099843994,,
300487,增持,首次,华西证券,3,-0.003430079,,
300324,买入,维持,国海证券,0,-0.070135747,,
600461,买入,维持,国盛证券,2,0.006329114,,
300454,-,首次,华泰证券,15,-0.02173913,,
300144,买入,维持,东方证券,13,0.013439884,,
002799,买入,首次,东北证券,0,0.034009874,,
300352,买入,维持,东北证券,0,-0.001210654,,
600637,买入,维持,安信证券,2,-0.037910699,,
002602,买入,首次,国盛证券,0,0.022512709,,
300078,买入,维持,中泰证券,0,0.016727273,,
002152,增持,首次,万联证券,1,0.0125,,
300572,买入,首次,天风证券,3,0.058278982,,
601997,增持,维持,天风证券,1,0.002344666,,
000156,买入,首次,安信证券,0,0.002347418,,
600690,买入,首次,西部证券,10,-0.012972363,0.001692047,-0.01463964
000858,买入,维持,东吴证券,19,-0.013764163,0.012001679,-0.025460275
300498,买入,维持,广发证券,4,-0.020089286,-0.015943878,-0.004212573
002955,增持,维持,安信证券,0,-0.090909091,0.100030404,-0.173576562
600233,买入,维持,东北证券,8,-0.09102402,-0.02022756,-0.072258065
603267,买入,首次,东兴证券,2,-0.087295082,0.1,-0.170268256
000002,买入,维持,中泰证券,12,-0.009318996,-0.014336918,0.005090909
002839,增持,维持,国信证券,5,-0.011560694,-0.007707129,-0.003883495
300122,买入,维持,西南证券,3,-0.017522474,-0.040377876,0.023817085
600809,买入,维持,国金证券,19,-0.013711928,0.033976459,-0.046121347
300559,增持,首次,华西证券,5,-0.090961761,0.028968714,-0.116554054
000582,买入,维持,华西证券,3,-0.002506266,0,-0.002506266
300683,增持,首次,万联证券,0,-0.04630829,0.003562176,-0.049693449
300118,买入,-,中银证券,3,-0.030612245,0.031292517,-0.060026385
300724,买入,首次,中银证券,21,-0.055809859,0.045950704,-0.097290019
002044,买入,维持,太平洋,11,-0.021613833,0.040345821,-0.059556787
600809,买入,维持,广发证券,19,-0.013711928,0.033976459,-0.046121347
300529,买入,维持,安信证券,1,-0.084074373,-0.001039381,-0.083121387
600655,买入,维持,安信证券,5,-0.019525802,0.020920502,-0.039617486
600699,买入,维持,东兴证券,5,-0.091083782,0.034588778,-0.121471025
002301,买入,维持,华创证券,7,-0.09106933,0.045828437,-0.130898876
601231,增持,维持,国信证券,11,-0.03711448,0.012023001,-0.048553719
002928,买入,首次,华创证券,1,-0.009285051,0.030640669,-0.038738739
000860,买入,维持,安信证券,5,-0.008298755,0.015975104,-0.023892179
002206,买入,首次,浙商证券,4,0.005,-0.0175,0.022900763
600809,增持,维持,川财证券,19,-0.013711928,0.033976459,-0.046121347
300387,买入,维持,天风证券,0,-0.01594533,-0.034168565,0.018867925
603000,买入,首次,东吴证券,0,-0.038201161,0.020793037,-0.057792515
603501,买入,维持,华西证券,18,-0.039049493,-0.015034559,-0.024381499
000002,增持,维持,华西证券,12,-0.009318996,-0.014336918,0.005090909
300003,买入,维持,华西证券,8,-0.062553802,0.006025825,-0.068168853
000002,买入,维持,财富证券,12,-0.009318996,-0.014336918,0.005090909
002599,买入,维持,光大证券,0,-0.090293454,0.099322799,-0.1724846
600809,买入,维持,中银证券,19,-0.013711928,0.033976459,-0.046121347
601231,增持,维持,中银证券,11,-0.03711448,0.012023001,-0.048553719
601231,买入,维持,国金证券,11,-0.03711448,0.012023001,-0.048553719
600809,买入,维持,民生证券,19,-0.013711928,0.033976459,-0.046121347
600809,买入,维持,东吴证券,19,-0.013711928,0.033976459,-0.046121347
002459,买入,首次,国盛证券,8,-0.089250814,0.022149837,-0.108986616
600809,买入,维持,中泰证券,19,-0.013711928,0.033976459,-0.046121347
600809,买入,维持,光大证券,19,-0.013711928,0.033976459,-0.046121347
600989,增持,首次,中泰证券,11,-0.012330456,0.003699137,-0.015970516
300529,买入,维持,西南证券,1,-0.084074373,-0.001039381,-0.083121387
300457,买入,维持,天风证券,10,-0.047838086,0.046458142,-0.09010989
600699,买入,维持,天风证券,5,-0.091083782,0.034588778,-0.121471025
002409,买入,-,广发证券,1,-0.018431831,0.058513751,-0.072692095
600809,买入,维持,新时代证券,19,-0.013711928,0.033976459,-0.046121347
600763,买入,首次,天风证券,14,0.034206696,0.034102724,0.000100543
002013,买入,维持,华创证券,4,0.058544304,0.015822785,0.042056075
300769,买入,-,广发证券,2,0.164044033,0.100020261,0.058202358
600426,买入,维持,西部证券,27,0.056107539,0.037405026,0.018028169
600570,-,-,并购优塾,13,0.100977199,0.062251176,0.036456559
000858,买入,维持,太平洋,19,0.026125436,0.013956259,0.012001679
000858,买入,维持,安信证券,19,0.026125436,0.013956259,0.012001679
002352,买入,维持,东北证券,14,0.065320665,0.07719715,-0.011025358
601615,买入,首次,万联证券,8,0.021335807,0.001855288,0.019444444
300168,买入,首次,太平洋,0,0.162883845,0.100133511,0.057038835
002822,买入,维持,天风证券,3,-0.008910891,0.021782178,-0.03003876
603711,买入,首次,东吴证券,2,0.076212471,0.068360277,0.007349762
603599,买入,维持,安信证券,4,0.071530758,0.051502146,0.019047619
603599,买入,维持,广发证券,4,0.071530758,0.051502146,0.019047619
300299,增持,首次,天风证券,3,0.114427861,0.099502488,0.013574661
300459,买入,调高,东吴证券,0,0.209944751,0.099447514,0.100502513
002605,买入,首次,东吴证券,4,0.036165049,0.07038835,-0.031972789
600031,买入,维持,东北证券,17,0.012828736,0.02629891,-0.013125
000002,买入,维持,华创证券,12,-0.005065123,0.009406657,-0.014336918
603700,增持,首次,华创证券,8,0.055882353,0.036397059,0.018800993
603290,买入,首次,中泰证券,8,0.210004953,0.100049529,0.099954975
002301,买入,维持,华泰证券,7,0.150614092,0.100193924,0.045828437
000725,买入,维持,华泰证券,13,0.054298643,0.056561086,-0.002141328
300760,买入,维持,华泰证券,15,-0.018728124,0.008409473,-0.026911287
600039,增持,维持,华泰证券,2,0.073954984,0.083601286,-0.008902077
000671,增持,维持,华西证券,8,-0.004491018,0.01497006,-0.019174041
603711,-,-,西南证券,2,0.076212471,0.068360277,0.007349762
002064,买入,首次,中泰证券,7,0.007751938,0.041860465,-0.032738095
603290,买入,首次,国金证券,8,0.210004953,0.100049529,0.099954975
002024,买入,维持,天风证券,5,0.025504782,0.030818278,-0.005154639
300567,增持,维持,国金证券,4,0.091400574,0.07771583,0.012697915
300529,买入,维持,国金证券,1,0.090656916,0.091791703,-0.001039381
002223,增持,维持,国联证券,0,0.004814305,0.066368638,-0.057723315
300459,增持,维持,新时代证券,0,0.209944751,0.099447514,0.100502513
300750,买入,维持,广发证券,23,-0.02191831,0.037242811,-0.057036906
300567,买入,维持,广发证券,4,0.091400574,0.07771583,0.012697915
002507,买入,调高,新时代证券,6,0.079089027,0.059627329,0.018366549
688005,买入,首次,新时代证券,0,0.183322923,0.144597127,0.033833561
601966,买入,维持,东吴证券,2,0.07254902,0.047058824,0.024344569
000656,增持,-,川财证券,7,0.025641026,-0.012066365,0.038167939
002695,增持,维持,川财证券,5,0.064035741,0.075204765,-0.010387812
002129,买入,维持,东兴证券,8,0.018145161,-0.021505376,0.040521978
002214,增持,首次,上海证券,0,0.210526316,0.100190235,0.100288184
600570,买入,首次,平安证券,13,0.06058781,-0.001565888,0.062251176
002050,增持,首次,万联证券,0,0.027895981,0.013711584,0.013992537
000651,买入,维持,华泰证券,12,0.027123599,0.020789345,0.006205251
603189,买入,调高,安信证券,1,0.1453031,0.041184637,0.1
002024,买入,维持,广发证券,5,0.036324786,0.00534188,0.030818278
300258,买入,调高,国信证券,1,0.079207921,0.026732673,0.051108968
300628,增持,维持,太平洋,11,0.052039691,0.052811466,-0.000733061
300308,增持,维持,天风证券,15,0.130952381,0.035525321,0.092153285
300182,买入,首次,西南证券,0,0.060998152,0.088724584,-0.025466893
002967,增持,首次,国金证券,9,0.110954263,0.009881423,0.100083869
300114,买入,维持,中国银河,2,0.045685279,0.01319797,0.032064128
600802,买入,首次,天风证券,0,0.070496084,0.05613577,0.013597033
002572,买入,维持,华金证券,13,0.013484358,0.001618123,0.011847065
300567,买入,维持,中银证券,4,0.101346685,0.021926796,0.07771583
300802,买入,首次,太平洋,1,0.044902913,0.020873786,0.023537803
000547,买入,维持,中国银河,5,0.085714286,0.038095238,0.04587156
600496,买入,首次,华创证券,7,0.020618557,0.006872852,0.013651877
688021,买入,首次,华西证券,7,0.101282051,0.076923077,0.022619048
603489,买入,维持,国金证券,4,-0.003099174,-0.012396694,0.009414226
300182,买入,维持,新时代证券,0,0.060998152,0.088724584,-0.025466893
300793,买入,维持,广证恒生证券研究所,0,0.050973361,0.009989754,0.04057824
601601,买入,维持,国信证券,10,-0.004739336,-0.005331754,0.000595593
300750,买入,维持,万联证券,23,0.140967092,0.1,0.037242811
000961,增持,维持,华西证券,12,-0.030905077,-0.025386313,-0.005662514
600567,买入,维持,东北证券,4,0.02295082,0.016393443,0.006451613
300413,增持,首次,华西证券,24,0.066056246,-0.016568563,0.084016848
300664,买入,维持,国海证券,0,0.210169492,0.1,0.100154083
600809,买入,首次,光大证券,19,0.033354232,0.019184953,0.013902559
603337,买入,维持,太平洋,4,0.013489209,0.024730216,-0.010969724
002661,增持,维持,平安证券,1,0.057559478,0.043745203,0.013235294
002372,买入,首次,华西证券,12,0.065437788,0.020276498,0.044263776
002214,买入,首次,国信证券,0,0.210526316,0.100190235,0.100288184
002024,买入,维持,中泰证券,5,0.036324786,0.00534188,0.030818278
300438,买入,维持,东方证券,4,0.083824768,0.065711879,0.016996047
300037,买入,调高,西南证券,12,-0.014763231,-0.026462396,0.012017167
002724,买入,维持,太平洋,3,0.06372549,0.029411765,0.033333333
300657,买入,维持,天风证券,0,0.054934211,0.036184211,0.018095238
002371,买入,-,广发证券,18,0.16842823,0.06222298,0.099983951
603505,买入,维持,东兴证券,4,0.065900044,0.053958425,0.011330256
002583,买入,维持,天风证券,0,0.061366806,0.040446304,0.020107239
600436,买入,维持,东吴证券,12,0.087985093,0.099975695,-0.010900788
002583,买入,维持,东吴证券,0,0.061366806,0.040446304,0.020107239
000513,买入,维持,华泰证券,10,0.149295775,0.084507042,0.05974026
300383,买入,-,群益证券,13,0.114255765,0.065513627,0.045745204
600580,增持,调高,新时代证券,0,0.125235405,0.080979284,0.040940767
002353,买入,维持,东吴证券,6,0.06169297,0.096413199,-0.031667103
600988,买入,调高,安信证券,2,0.08994709,0.019400353,0.069204152
002648,增持,维持,中原证券,12,0.045112782,0.043745728,0.001309758
300073,增持,维持,华泰证券,15,0.152941176,0.100168067,0.047968225
601336,买入,维持,国信证券,13,0.04428637,0.050940799,-0.006331878
601689,买入,首次,东吴证券,0,0.16440281,0.100234192,0.058322691
603160,买入,维持,东北证券,4,0.082760887,0.100016434,-0.015686626
000333,买入,维持,华创证券,15,0.053397091,0.051803148,0.001515439
002044,买入,维持,太平洋,11,0.047031611,0.029298381,0.017228464
002340,买入,维持,东方证券,0,0.192678227,0.100192678,0.084063047
002507,买入,维持,民生证券,6,0.090293454,0.083521445,0.00625
000681,买入,维持,国元证券,6,0.089667458,0.089667458,0
688021,买入,首次,中泰证券,7,0.163757273,0.080631754,0.076923077
000977,买入,维持,中泰证券,6,0.126791277,0.093457944,0.03048433
002230,买入,维持,中泰证券,10,0.195305164,0.100156495,0.086486486
603518,中性,调低,光大证券,0,-0.001655629,-0.021523179,0.020304569
000651,买入,维持,申港证券,12,0.069423175,0.047643355,0.020789345
002530,买入,首次,国金证券,0,0.029520295,0.041328413,-0.011339476
002115,增持,维持,天风证券,0,0.025280899,-0.011235955,0.036931818
600031,买入,维持,天风证券,17,0.08038808,0.067221067,0.012337662
600201,买入,维持,东兴证券,1,0.141032464,0.088877062,0.047898338
600026,买入,维持,财富证券,2,0.035460993,0.042553191,-0.006802721
603700,买入,维持,东北证券,8,0.130977131,0.068191268,0.058777735
002709,买入,维持,华创证券,7,0.209726444,0.099869735,0.099881563
600201,买入,维持,华创证券,1,0.141032464,0.088877062,0.047898338
600027,买入,维持,财富证券,2,0.02507837,0.02507837,0
601012,持有,调低,招银国际,19,0.064285714,0.067857143,-0.003344482
600845,买入,维持,广证恒生证券研究所,10,0.165083799,0.1,0.05916709
000885,买入,首次,光大证券,3,0.00498008,-0.010956175,0.01611279
000807,增持,维持,财通证券,3,0.004705882,-0.014117647,0.019093079
300161,增持,-,东北证券,0,0.16499113,0.0644589,0.094444444
002756,增持,维持,中泰证券,5,0.185245902,0.094535519,0.082875686
002839,增持,-,国信证券,5,0.040567951,0.036511156,0.003913894
600009,买入,维持,天风证券,8,0.101880878,0.068965517,0.030791789
300308,增持,维持,东莞证券,15,0.139056329,0.099979214,0.035525321
300750,买入,调高,渤海证券,23,0.210032506,0.100029551,0.1
300244,买入,维持,国信证券,5,0.065071055,-0.011593119,0.077563375
601012,持有,调低,招银国际,19,0.064285714,0.067857143,-0.003344482
002572,买入,维持,安信证券,13,0.047968397,0.046275395,0.001618123
300545,买入,维持,中泰证券,1,0.109266025,0.032879442,0.073954984
002353,买入,调高,财富证券,6,0.06169297,0.096413199,-0.031667103
688299,买入,首次,华西证券,2,0.224986479,0.141157382,0.073459716
600201,买入,维持,天风证券,1,0.141032464,0.088877062,0.047898338
002157,买入,维持,华创证券,5,0.006420546,-0.023274478,0.030402629
300673,增持,维持,光大证券,2,0.058974359,-0.012393162,0.07226309
002353,买入,维持,万联证券,6,0.06169297,0.096413199,-0.031667103
300261,买入,维持,国金证券,2,0.067385445,-0.029649596,0.1
002230,买入,维持,华创证券,10,0.195305164,0.100156495,0.086486486
600567,增持,维持,中泰证券,4,0.026490066,0.009933775,0.016393443
002597,买入,维持,中泰证券,10,0.045433894,0.044070877,0.001305483
002035,买入,首次,中泰证券,8,0.02965709,0.019462465,0.01
600309,买入,维持,中泰证券,15,0.021035265,0.020210353,0.000808571
002074,买入,首次,国元证券,0,0.153606411,0.048530721,0.100212314
300244,买入,维持,中泰证券,5,0.065071055,-0.011593119,0.077563375
002242,买入,维持,光大证券,14,0.0916,0.0752,0.015252976
000651,买入,维持,西南证券,12,0.069423175,0.047643355,0.020789345
601808,买入,首次,国元证券,5,0.063470628,0.089804186,-0.024163569
600745,买入,首次,民生证券,7,0.048888889,0.086222222,-0.034369885
002572,买入,维持,华创证券,13,0.047968397,0.046275395,0.001618123
300122,买入,维持,安信证券,3,0.092325936,0.036591564,0.053766955
300735,买入,维持,安信证券,1,0.031329382,0.031329382,0
000625,买入,维持,华泰证券,16,0.010123735,0.032620922,-0.021786492
002242,买入,维持,民生证券,14,0.0916,0.0752,0.015252976
300750,买入,维持,东吴证券,23,0.210032506,0.100029551,0.1
300206,买入,首次,华西证券,3,0.175675676,0.068796069,0.1
300226,增持,维持,浙商证券,0,-0.008430072,0.000138198,-0.008567086
603859,买入,维持,民生证券,3,0.072681704,0.071428571,0.001169591
603298,买入,维持,浙商证券,1,0.031319911,,
300073,买入,维持,国海证券,15,-0.052896725,,
002156,买入,维持,东吴证券,8,-0.09076175,,
300420,买入,维持,浙商证券,2,0.049319728,,
002624,增持,维持,新时代证券,21,-0.037481575,,
002024,买入,调高,天风证券,5,0.022,,
600201,买入,维持,华创证券,1,0.03125,,
601100,买入,维持,天风证券,18,0.031491384,,
600160,买入,维持,光大证券,1,0.043041607,,
600060,买入,-,天风证券,3,0.013621795,,
600584,买入,维持,国金证券,10,-0.009146341,,
300638,增持,维持,天风证券,7,0.064620832,,
300119,增持,维持,华创证券,7,0.069333333,,
000425,买入,维持,天风证券,0,0.046242775,,
300579,增持,维持,华泰证券,0,0.074157303,,
002250,买入,维持,国金证券,5,0.072152654,,
300012,买入,维持,国金证券,10,0.00308642,,
600584,买入,维持,光大证券,10,-0.009146341,,
300662,买入,维持,中泰证券,8,-0.009171598,,
300010,增持,首次,华泰证券,8,0.110675039,,
002243,买入,首次,东北证券,0,0.050104384,,
300033,增持,维持,华泰证券,10,0.024209078,,
600754,买入,维持,广发证券,11,0.055662188,,
603661,买入,首次,东北证券,4,0.06937799,,
300433,买入,维持,光大证券,6,0.042069632,,
601688,买入,维持,广发证券,8,0.032734952,,
000878,买入,维持,安信证券,3,0.053941909,,
002624,买入,维持,光大证券,21,-0.037481575,,
603986,买入,首次,华泰证券,12,0.023321555,,
000895,买入,维持,安信证券,8,0.044087491,,
002024,买入,维持,广发证券,5,0.022,,
300253,增持,维持,华泰证券,13,0.034526051,,
002659,买入,维持,安信证券,2,0.020602219,,
300308,买入,维持,华泰证券,15,0.051627385,,
600486,买入,首次,西南证券,21,0.076100434,,
603089,增持,首次,财通证券,0,0.0329188,,
300470,买入,维持,安信证券,7,0.037173353,,
000429,增持,维持,华泰证券,1,0.029739777,,
002312,增持,首次,财通证券,3,0.044871795,,
000968,买入,维持,东吴证券,0,0.0093361,,
600050,买入,维持,东吴证券,3,0.040707965,,
300253,增持,维持,新时代证券,13,-0.016383495,-0.033373786,0.017576899
300783,买入,维持,开源证券,4,-0.003397683,-0.049420849,0.048415922
300662,增持,维持,广发证券,8,-0.001492983,0.009256494,-0.010650888
600779,买入,维持,广发证券,6,-0.020808795,0.008833922,-0.029383148
300792,买入,维持,广发证券,10,0.008317308,-0.043269231,0.053919598
300010,增持,维持,广发证券,8,-0.010600707,-0.099646643,0.098901099
002624,买入,维持,广发证券,21,0.001968935,0.038941151,-0.035586439
300788,买入,维持,广发证券,6,0.019455253,-0.052723735,0.076196344
002607,增持,维持,广发证券,16,0.011898017,-0.050424929,0.065632458
300369,买入,-,广发证券,9,-0.030708271,-0.015354136,-0.015593561
300308,买入,维持,东吴证券,15,-0.014229811,-0.04909285,0.036662926
000876,买入,维持,东吴证券,6,-0.000522466,-0.052246604,0.054575524
300684,买入,维持,东吴证券,2,-0.025969757,-0.017422748,-0.008698561
002607,买入,维持,民生证券,16,0.011898017,-0.050424929,0.065632458
002600,买入,维持,华创证券,12,-0.021969697,-0.018181818,-0.003858025
603566,增持,维持,华创证券,6,0.037444934,-0.058370044,0.101754386
601919,买入,维持,天风证券,3,0,0.00422833,-0.004210526
002607,买入,维持,中泰证券,16,0.011898017,-0.050424929,0.065632458
000550,买入,维持,国盛证券,0,0.027567195,-0.042729152,0.073434125
002563,买入,维持,浙商证券,9,0.004123711,-0.03814433,0.043944266
002832,增持,维持,浙商证券,1,0.010614102,-0.048521607,0.062151394
300316,增持,维持,华创证券,9,-0.068705882,-0.08,0.012276215
300073,增持,维持,中银国际,15,-0.037566489,0.055851064,-0.088476071
601865,增持,调低,东北证券,12,-0.024337867,-0.060844667,0.038871951
000759,增持,维持,光大证券,0,0.016641452,-0.034795764,0.053291536
002607,买入,维持,光大证券,16,0.011898017,-0.050424929,0.065632458
002396,增持,调低,华西证券,5,0.111173184,-0.038826816,0.156059285
600050,中性,维持,华西证券,3,0.006802721,-0.039115646,0.047787611
600584,买入,维持,国盛证券,10,-0.057692308,0.009230769,-0.066310976
300750,增持,维持,渤海证券,23,-0.090943058,-0.024286355,-0.068315846
002624,买入,维持,民生证券,21,0.001968935,0.038941151,-0.035586439
300253,买入,维持,民生证券,13,-0.016383495,-0.033373786,0.017576899
600132,买入,维持,中泰证券,8,-0.001622718,-0.028194726,0.027342935
600132,买入,维持,民生证券,8,-0.001622718,-0.028194726,0.027342935
300692,买入,首次,民生证券,0,0.002386635,-0.023070804,0.026058632
300418,买入,维持,安信证券,2,-0.026091587,0,-0.026091587
600584,买入,维持,天风证券,10,-0.057692308,0.009230769,-0.066310976
300785,买入,维持,安信证券,9,-0.000337022,-0.099983149,0.110715846
300070,买入,维持,民生证券,5,-0.005580357,-0.043526786,0.039673279
601100,买入,维持,申港证券,18,-0.024769585,-0.030529954,0.005941771
300285,增持,首次,华西证券,7,-0.012432012,-0.046231546,0.035437882
300073,增持,首次,华西证券,15,-0.037566489,0.055851064,-0.088476071
300383,买入,维持,东吴证券,13,-0.02444545,-0.040289724,0.016509434
002607,买入,维持,国金证券,16,0.011898017,-0.050424929,0.065632458
300662,买入,维持,天风证券,8,-0.001492983,0.009256494,-0.010650888
600323,买入,维持,西南证券,11,-0.008712488,-0.032429816,0.024512256
600340,买入,维持,中泰证券,1,-0.010634397,-0.03190319,0.021969697
601818,买入,维持,中银国际,4,-0.009592326,-0.035971223,0.027363184
300470,买入,维持,太平洋,7,0,-0.035841022,0.037173353
001914,买入,维持,华泰证券,1,0.003439803,-0.027027027,0.031313131
600779,买入,维持,西南证券,6,-0.020808795,0.008833922,-0.029383148
300348,买入,维持,安信证券,11,-0.011698265,0.022589754,-0.033530572
601818,买入,维持,天风证券,4,-0.009592326,-0.035971223,0.027363184
002438,买入,维持,民生证券,1,0.010321101,-0.048165138,0.061445783
002607,买入,维持,东兴证券,16,0.011898017,-0.050424929,0.065632458
601818,买入,首次,民生证券,4,-0.009592326,-0.035971223,0.027363184
300750,增持,维持,西南证券,23,-0.090943058,-0.024286355,-0.068315846
300661,买入,维持,天风证券,9,-0.0304966,-0.05518923,0.026135001
600584,买入,维持,东北证券,10,-0.057692308,0.009230769,-0.066310976
002024,增持,维持,光大证券,5,0.004892368,-0.021526419,0.027
300253,买入,维持,安信证券,13,-0.016383495,-0.033373786,0.017576899
002648,买入,维持,太平洋,12,-0.050482133,-0.077708452,0.029520295
002250,买入,维持,新时代证券,5,-0.001112347,-0.067296997,0.070960048
300393,买入,维持,新时代证券,0,-0.026558891,-0.047921478,0.022437841
601865,买入,维持,新时代证券,12,-0.024337867,-0.060844667,0.038871951
300188,增持,维持,新时代证券,8,-0.010208817,-0.03387471,0.024495677
600201,买入,维持,东兴证券,1,-0.006734007,-0.03030303,0.024305556
603825,买入,维持,天风证券,0,-0.090798046,0.100162866,-0.17357513
002607,买入,维持,天风证券,16,0.011898017,-0.050424929,0.065632458
000425,买入,维持,国金证券,0,-0.014732965,-0.044198895,0.030828516
300253,买入,维持,天风证券,13,-0.016383495,-0.033373786,0.017576899
601577,增持,维持,天风证券,2,0.003397508,-0.021517554,0.025462963
002007,买入,首次,天风证券,15,0.029469002,0.003336113,0.026045996
000988,买入,维持,国信证券,3,-0.056893688,-0.081395349,0.026672694
002624,买入,维持,中泰证券,21,0.001968935,0.038941151,-0.035586439
601390,买入,维持,天风证券,5,0.001754386,-0.024561404,0.026978417
300590,买入,维持,东吴证券,5,-0.090963615,-0.05957617,-0.03337585
603799,买入,维持,东吴证券,12,-0.045531915,0.004255319,-0.049576271
600466,买入,维持,国信证券,5,-0.022346369,-0.040502793,0.018922853
300059,增持,维持,国信证券,2,-0.017013233,-0.049779458,0.034482759
300253,买入,维持,中泰证券,13,-0.016383495,-0.033373786,0.017576899
000961,买入,维持,国信证券,12,-0.017489712,-0.044238683,0.027987083
300661,买入,维持,中泰证券,9,-0.0304966,-0.05518923,0.026135001
601818,增持,维持,中泰证券,4,-0.009592326,-0.035971223,0.027363184
601997,增持,维持,中泰证券,1,-0.007675439,-0.027412281,0.020293123
601116,增持,调高,光大证券,0,-0.011295181,-0.02936747,0.018619085
603520,买入,维持,中泰证券,4,0.004070266,0.002570694,0.001495726
000034,买入,首次,东兴证券,3,-0.01097561,-0.074796748,0.068980668
300033,买入,调高,安信证券,10,-0.02104038,-0.023636852,0.002659331
300038,买入,维持,华泰证券,0,0.026422764,0.012195122,0.014056225
